iterations  f(x)
1.0  166.7333333333333
2.0  111.15561550758432
3.0  74.10387856364214
4.0  49.40288921480814
5.0  32.93594235600327
6.0  21.958831319084616
7.0  14.642677329592779
8.0  9.769558228208446
9.0  6.530501016400509
10.0  4.392747451511454
11.0  3.014870957829455
12.0  2.1932767976339207
13.0  1.8086515201092954
14.0  1.7152615395566242
15.0  1.7099922175455469
16.0  1.7099759468315165
17.0  1.7099759466766968
18.0  1.709975946676697
19.0  1.7099759466766968
20.0  1.709975946676697
