M  F(x)
2.0  0.7071067811865475
6.0  0.6439505508593788
10.0  0.6392453221499661
14.0  0.637957447884322
18.0  0.6374285136483255
22.0  0.63716100207655
26.0  0.6370072145475764
30.0  0.6369107536432467
34.0  0.6368462988337833
38.0  0.6368011100319065
42.0  0.6367682089416143
46.0  0.6367435129194322
50.0  0.6367245041819524
54.0  0.6367095615426763
58.0  0.6366976028646597
